Número de registros;disponibilidad_365;id_huesped;huesped_nombre;id;ultima_review;latitude;longitude;noches_minimas;descripción;barrio;zona;precio_noche;tipo_habitación
1;300;1408525;Mad4Rent;471328;14/04/2019;40,41644;-3,70222;3;PUERTA DEL SOL - Vll -MADRID CENTRE;Sol;Centro;82;Alojamiento completo
1;205;2366392;Carolina;477426;01/04/2019;40,40357;-3,64274;2;Habitación en  Madrid- Moratalaz;Vinateros;Moratalaz;27;Habitación privada
1;317;1408525;Mad4Rent;477652;18/02/2019;40,40671;-3,69777;3;REINA SOFIA - ll - WITH  TERRACE;Embajadores;Centro;83;Alojamiento completo
1;318;2376101;Apartamentos CalleCultura;479618;07/12/2015;40,42708;-3,70967;4;Beautiful Apartments GranVía Madrid;Universidad;Centro;85;Alojamiento completo
1;337;1408525;Mad4Rent;482122;31/03/2019;40,43083;-3,70133;5;TRAFALGAR - CITY - SPACE & LIGHT;Trafalgar;Chamberí;88;Alojamiento completo
1;15;2391244;Marias&Nacho;483048;09/04/2019;40,4509;-3,61261;1;IFEMA/AIRPORT very good connections;Palomas;Hortaleza;60;Habitación privada
1;280;2417075;Alejandro Y Nelia;488462;27/04/2019;40,42859;-3,69859;1;★CENTRICO, AMPLIO Y BONITO ★WIFI★CC;Trafalgar;Chamberí;85;Alojamiento completo
1;0;2419064;Laura;489190;01/01/2019;40,42466;-3,71361;2;Gorgeous attic in Madrid (center);Argüelles;Moncloa - Aravaca;190;Alojamiento completo
1;42;2426135;Fernando;490610;16/08/2018;40,41036;-3,72574;4;Spacious and comfortable for 5, at Latina District;Puerta del Angel;Latina;49;Alojamiento completo
1;310;2427722;Ignacio;491070;12/05/2013;40,42798;-3,70638;90;NICE APT IN THE HEART OF MADRID !!!;Universidad;Centro;70;Alojamiento completo
1;335;2433045;Manuel;492221;05/05/2019;40,4121;-3,70872;2;CENTRICO EN EL BARRIO DE LA LATINA;Palacio;Centro;69;Alojamiento completo
1;2;2436379;Concha;493067;10/05/2019;40,41336;-3,7089;2;Disfruta con los cinco sentidos...;Palacio;Centro;65;Alojamiento completo
1;189;2436735;Gemma;493238;21/04/2019;40,40659;-3,70684;4;ElRastro-Plaza Mayor. Air cond-WIFI;Embajadores;Centro;50;Alojamiento completo
1;260;2456671;José & María;497706;09/05/2019;40,40745;-3,68286;1;Peaceful apartment in Madrid Centre;Jerónimos;Retiro;60;Alojamiento completo
1;252;2467212;Joël;499911;04/05/2019;40,41256;-3,70116;4;2 bedroom apartment downtown Madrid;Embajadores;Centro;97;Alojamiento completo
1;16;2470700;Jaime;500742;;40,41115;-3,67109;4;Near Retiro Park,Madrid 28007 Spain;Niño Jesús;Retiro;110;Alojamiento completo
1;365;2477022;Chema;502021;;40,42122;-3,70908;150;UN JARDIN EN EL CENTRO DE MADRID;Palacio;Centro;25;Habitación privada
1;124;2480913;Elvira;502918;05/05/2019;40,41159;-3,69356;3;Cozy room in penthouse in Madrid's heart;Cortes;Centro;45;Habitación privada
1;40;1932547;Nieves;506956;10/05/2019;40,44164;-3,649;1;PRECIOSO APTO. CENTRICO EN MADRID;Concepción;Ciudad Lineal;52;Alojamiento completo
1;167;2501740;Moises&Cristina + Little Sophie&Eli;507614;29/12/2018;40,42306;-3,70524;3;Malasaña: Amazing&extremely central 2BD flat;Universidad;Centro;84;Alojamiento completo
1;310;2517520;Ruben;510973;10/09/2017;40,4142;-3,70129;2;HABITACION CÉNTRICA EN PISO NUEVO;Cortes;Centro;60;Habitación privada
1;0;83531;Abdel;514917;27/07/2018;40,40393;-3,74182;4;Nice room, nice flat;Cármenes;Latina;17;Habitación privada
1;302;2536524;Marina;515008;30/03/2019;40,42181;-3,6123;10;BIG BED & VERY NICE ROOM YELLOW.;Arcos;San Blas - Canillejas;21;Habitación privada
1;341;2538187;Pe;515339;22/04/2019;40,41327;-3,71071;2;ORIGINAL next to Royal Palace!!!;Palacio;Centro;50;Alojamiento completo
1;285;2536524;Marina;518208;21/02/2019;40,42855;-3,61474;3;BIG BED & VERY NICE ORANGE ROOM.;Hellín;San Blas - Canillejas;28;Habitación privada
1;327;1150912;Andrew;518511;29/06/2018;40,41117;-3,70399;2;Central, cheery, light, historic;Embajadores;Centro;40;Habitación privada
1;94;2516266;Rinanfe 94 SL;521004;19/04/2019;40,42849;-3,7083;2;APART. CONDE DUQUE DECO CD2 4 PAX;Universidad;Centro;70;Alojamiento completo
1;288;2561320;Raúl;521162;15/07/2018;40,41289;-3,70065;2;Cozy apartment in Madrid center;Embajadores;Centro;85;Alojamiento completo
1;330;2563986;Elena;521329;;40,45783;-3,68791;30;Nice&perfect location singel room;Hispanoamérica;Chamartín;30;Habitación privada
1;136;2564339;Alfonso & Guillermo;521367;11/05/2019;40,41595;-3,70281;3;Penthouse with terrace in SOL-WIFI;Sol;Centro;67;Alojamiento completo
1;351;1652272;Xuan;522563;23/04/2019;40,41041;-3,71092;2;Beautiful loft in downtown Madrid;Palacio;Centro;75;Alojamiento completo
1;303;2576044;Angel;524003;08/05/2019;40,41273;-3,70154;2;NEXT TO PLAZA MAYOR STATELY BUILDNG;Embajadores;Centro;65;Habitación privada
1;0;2249249;David;526162;04/08/2012;40,40495;-3,6749;2;Single room in shared flat. Central;Pacífico;Retiro;19;Habitación privada
1;316;1134989;Rut Y Óscar;526513;10/05/2019;40,41702;-3,70744;2;Sol.  Your home in Madrid´s Heart;Sol;Centro;39;Alojamiento completo
1;114;2613319;David;531677;08/05/2019;40,42216;-3,70123;2;Bright room in the Gran Via!!!!;Universidad;Centro;34;Habitación privada
1;310;2569497;Elena;531854;30/04/2019;40,42323;-3,7065;2;Cozy GRAN VIA PENTHOUSE WiFi A/C;Universidad;Centro;55;Alojamiento completo
1;156;2619962;Mauricio;533450;24/04/2019;40,41337;-3,70013;1;Apartment in the center of Madrid;Cortes;Centro;24;Habitación privada
1;364;2634967;Pati;536310;;40,43301;-3,70383;120;Room....Madrid CENTER;Trafalgar;Chamberí;40;Habitación privada
1;0;447969;Javier;536574;14/10/2015;40,39465;-3,69329;3;Junior Rent;Delicias;Arganzuela;70;Alojamiento completo
1;286;2638528;Miguel;537234;09/07/2017;40,40119;-3,69141;1;Single Naranja en casa de artista;Palos de Moguer;Arganzuela;22;Habitación privada
1;122;2516266;Rinanfe 94 SL;538073;26/08/2018;40,42904;-3,70846;2;STUDIOS CONDE DUQUE DECO;Universidad;Centro;55;Alojamiento completo
1;81;2516266;Rinanfe 94 SL;540774;21/11/2018;40,42757;-3,708;2;DUPLEX CONDE DUQUE DECO 6 PAX 4B;Universidad;Centro;90;Alojamiento completo
1;62;2659070;Ana;540937;05/05/2019;40,41019;-3,70201;2;MELROSEPIES APARTMENT / CITY CENTRE;Embajadores;Centro;50;Alojamiento completo
1;0;2661721;Tony;541406;;40,46927;-3,66467;5;Enjoy madrid with all your family;Costillares;Ciudad Lineal;300;Alojamiento completo
1;69;2516266;Rinanfe 94 SL;542401;27/04/2019;40,40657;-3,70814;4;THREE BEDROOMS LA RIBERA;Embajadores;Centro;75;Alojamiento completo
1;255;1284868;Rocio;544736;23/09/2018;40,45762;-3,67669;2;SUNNY & EASY ACCESIBLE BEDROOM;Hispanoamérica;Chamartín;23;Habitación privada
1;322;2678743;Ramón;544743;21/09/2018;40,43568;-3,70753;3;Piso Centrico en Arguelles;Arapiles;Chamberí;100;Alojamiento completo
1;0;2680319;Paula;545174;30/06/2015;40,43533;-3,7128;1;MADRID - MONCLOA;Gaztambide;Chamberí;40;Alojamiento completo
1;341;2683051;Jose María;545768;02/03/2019;40,45591;-3,69627;1;Room 1 in Paseo la Castellana.;Cuatro Caminos;Tetuán;50;Habitación privada
1;356;2683051;Jose María;545781;31/10/2018;40,45529;-3,69654;1;Rooms 4 in Paseo la Castellana;Cuatro Caminos;Tetuán;50;Habitación privada
1;353;2683051;Jose María;545782;12/05/2019;40,45573;-3,69528;1;Rooms 2 in Paseo de la Castellana;Cuatro Caminos;Tetuán;50;Habitación privada
1;255;2709614;Maite;548212;01/07/2018;40,42599;-3,71691;3;Single room with private bathroom;Argüelles;Moncloa - Aravaca;38;Habitación privada
1;118;2673517;Sylvia;548995;06/05/2019;40,41813;-3,67742;5;CHIC and CENTRAL apartment +WIFI;Ibiza;Retiro;90;Alojamiento completo
1;350;1091014;Carlos Joaquín;549483;06/05/2019;40,41451;-3,70359;3;Puerta del Sol: It´s Perfect!!!!;Cortes;Centro;99;Alojamiento completo
1;80;2702003;Arancha;549664;21/04/2015;40,37081;-3,61397;7;SPACIOUS ROOM WITH BATHROOM;Casco Histórico de Vallecas;Villa de Vallecas;50;Habitación privada
1;46;2659765;Inma;551966;30/04/2019;40,40818;-3,70351;30;YOUR HOME IN THE HEART OF MADRID;Embajadores;Centro;65;Alojamiento completo
1;331;2713304;Belén;552183;05/05/2019;40,41411;-3,6981;2;Nice apartment. historic center Mad;Cortes;Centro;35;Habitación privada
1;51;2747005;Maribel;558690;09/04/2019;40,42331;-3,66955;5;Bº Salamanca -5pax -3bedrooms - 2wc;Goya;Salamanca;105;Alojamiento completo
1;212;596469;Gabriel Avalos;560941;28/03/2019;40,42314;-3,68952;5;Serrano apartment;Recoletos;Salamanca;135;Alojamiento completo
1;106;2779192;Wanda;565152;27/12/2018;40,40762;-3,6994;2;wonderful aparment in lavapies !!;Embajadores;Centro;57;Alojamiento completo
1;225;2785251;Susana;566241;04/03/2014;40,40748;-3,69762;180;LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM;Embajadores;Centro;47;Alojamiento completo
1;43;2795931;Pilar;568190;07/03/2019;40,40986;-3,72869;2;Rooms to rent to students,tourists ;Puerta del Angel;Latina;20;Habitación privada
1;224;2347489;Jeanet;570158;02/12/2018;40,4455;-3,70382;2;Stanza- Carina;Rios Rosas;Chamberí;22;Habitación privada
1;0;1689652;Alfredo;572048;;40,42763;-3,70498;3;Rooms to rent in a shared flat;Universidad;Centro;30;Habitación privada
1;129;2312712;Pilar;576487;08/05/2019;40,4739;-3,57699;1;HOUSE IN BARAJAS CLOSE TO AIRPORT AND IFEMA;Casco Histórico de Barajas;Barajas;78;Alojamiento completo
1;0;75944;Maite;578517;;40,43406;-3,66272;30;INDIVIDUAL ROOM IN CHALET. OCT-MAY;Guindalera;Salamanca;130;Habitación privada
1;326;2847013;Santiago;578731;06/05/2019;40,42535;-3,70751;2;CENTRIC, QUIET, BRIGHT APARTMENT.;Universidad;Centro;95;Alojamiento completo
1;90;2847360;Sara;578837;04/01/2019;40,43186;-3,70346;366;Studio in the heart of Madrid -WIFI;Trafalgar;Chamberí;60;Alojamiento completo
1;206;2857508;Yolanda;580687;12/05/2019;40,41361;-3,69715;2;In the heart of Madrid.;Cortes;Centro;67;Alojamiento completo
1;85;2864064;Oscar Vanessa Javi;581691;30/04/2019;40,4094;-3,70203;1;Central Quiet Cozy A/C + WiFi;Embajadores;Centro;33;Alojamiento completo
1;0;2902269;Ane;588382;19/05/2014;40,41169;-3,70166;2;Apartment in the center of Madrid;Embajadores;Centro;190;Alojamiento completo
1;47;2267893;Ana;588518;12/05/2019;40,41601;-3,71011;4;Penthouse with Stunning Balcony Near Plaza Mayor;Palacio;Centro;170;Alojamiento completo
1;82;2913511;Amparo;590710;31/03/2019;40,36701;-3,68667;7;Single/Double private room;San Fermín;Usera;30;Habitación privada
1;45;153391;Fernando;594298;01/05/2019;40,41871;-3,70607;1;Great Design, Views and Location;Sol;Centro;105;Alojamiento completo
1;152;2940355;Teresa;595055;01/12/2016;40,39729;-3,71447;2;ROOM DUPLEX-ATICO NEAR MADRID RIO;Comillas;Carabanchel;24;Habitación privada
1;0;2952250;Sofía;597038;04/04/2018;40,41876;-3,68852;2;Golden Mile. Posh duplex. Grand views. Five Stars.;Jerónimos;Retiro;155;Alojamiento completo
1;305;2678039;Miguel;598771;11/05/2019;40,40588;-3,69631;3;Atocha Attic - Unbeatable Location;Palos de Moguer;Arganzuela;85;Alojamiento completo
1;90;1567773;Lara;599134;05/12/2017;40,41432;-3,70656;30;Cosy Plaza Mayor apartment in central Madrid;Sol;Centro;30;Habitación privada
1;110;2960080;Pietro;599977;16/04/2019;40,42469;-3,7088;2;CENTRAL STUDIO FLAT;Universidad;Centro;37;Alojamiento completo
1;304;2184051;Emilio;600476;06/05/2019;40,4201;-3,70105;1;Sunny loft in Gran Vía / Chueca;Justicia;Centro;75;Alojamiento completo
1;319;2376101;Apartamentos CalleCultura;603958;11/11/2017;40,42575;-3,70844;4;Beautiful apartment  - near GranVía;Universidad;Centro;85;Alojamiento completo
1;257;2990747;Raúl;604150;19/09/2013;40,4314;-3,68543;6;El Rincón de Serrano;Castellana;Salamanca;110;Alojamiento completo
1;163;2991670;Julian;604395;04/01/2019;40,43547;-3,66974;1;501-ROOM WITH KEY CENTER 15 MIN;Guindalera;Salamanca;19;Habitación privada
1;362;2993477;Luna;604632;17/03/2019;40,45721;-3,70383;1;habitacion luminosa madrid-centro;Berruguete;Tetuán;26;Habitación privada
1;68;2783896;Ivaylo;605339;29/04/2019;40,40883;-3,74118;3;NiceStay_HighValue_Orange RoomWIFI;Lucero;Latina;19;Habitación privada
1;0;2999728;Carlos;605697;05/08/2014;40,40402;-3,69002;7;Studio ideal for students;Palos de Moguer;Arganzuela;25;Alojamiento completo
1;129;2581715;Myriam;606923;23/04/2019;40,45121;-3,78515;2;Habitación+baño+cocina privada -Aravaca - Madrid;Aravaca;Moncloa - Aravaca;24;Habitación privada
1;0;3010452;Aurora;607548;21/04/2014;40,39224;-3,66378;2;Attic with views and large Terrace;Palomeras Bajas;Puente de Vallecas;45;Habitación privada
1;27;3017315;Cristina;608742;14/05/2019;40,41706;-3,70948;3;Central and quiet.;Palacio;Centro;65;Alojamiento completo
1;0;2174652;María;610675;17/08/2015;40,41794;-3,70126;3;Beautiful attic, best location.;Sol;Centro;70;Alojamiento completo
1;0;3053021;Sonia;616027;19/09/2018;40,44098;-3,67715;1;Quiet room well located, Av.America;Prosperidad;Chamartín;23;Habitación privada
1;177;3062041;Luis;618406;31/03/2019;40,38263;-3,61486;3;Modern Loft Duplex in Madrid near of Metro & Park;Santa Eugenia;Villa de Vallecas;60;Alojamiento completo
1;34;3017315;Cristina;618576;07/05/2019;40,41715;-3,71054;3;Puerta del Sol - Palacio Real.;Palacio;Centro;70;Alojamiento completo
1;73;1722353;Talia;623463;30/04/2019;40,42542;-3,71261;28;Estudio en Plza de España, en c/ Princesa. Turismo;Argüelles;Moncloa - Aravaca;48;Alojamiento completo
1;0;2773350;Ainhoa;625566;02/01/2017;40,40415;-3,70411;2;DUPLEX AT MADRID CENTER WITH POOL;Acacias;Arganzuela;60;Alojamiento completo
1;365;2634967;Pati;625700;23/12/2018;40,43322;-3,70364;120;Big room whith light;Trafalgar;Chamberí;50;Habitación privada
1;143;3117754;Natalia;627873;06/01/2019;40,43086;-3,7027;2;Chic & Cool Loft;Trafalgar;Chamberí;140;Alojamiento completo
1;184;3121587;Ixchel;628394;24/02/2019;40,41653;-3,70308;1;Luxurious duplex (3 floors) in Sol;Sol;Centro;250;Alojamiento completo
1;358;1622964;Eva;634674;01/04/2019;40,41591;-3,70231;1;Double (Website hidden by Airbnb) Veracruz.Central;Sol;Centro;70;Habitación privada
1;61;3214130;Gloria;642863;23/04/2019;40,4232;-3,70441;4;Malasaña, Madrid, private room;Universidad;Centro;45;Habitación privada
1;70;368907;Miguel;642902;07/04/2019;40,44153;-3,69457;3;Gran Castellana Lux;Rios Rosas;Chamberí;197;Alojamiento completo
1;0;3290138;Juan Jesus;643471;16/05/2018;40,41383;-3,70515;3;CHEAP & NICE B&B IN MADRID CENTRE;Embajadores;Centro;20;Habitación privada
1;208;2991670;Julian;644592;21/07/2018;40,43545;-3,67156;1;231 -  ROOM FOR TWO WITH WIFI;Guindalera;Salamanca;16;Habitación privada
1;120;2991670;Julian;644603;28/04/2019;40,43404;-3,67119;1;Room for two in centric zone with wifi;Guindalera;Salamanca;22;Habitación privada
1;317;3226403;Lili;644656;;40,4246;-3,63936;7;Room NEXT TO THE METRO!!;Pueblo Nuevo;Ciudad Lineal;25;Habitación privada
1;43;3227035;Gonzalo;644749;09/05/2019;40,45241;-3,69905;1;New great apartment Madrid Center.;Cuatro Caminos;Tetuán;100;Alojamiento completo
1;0;3229037;Sahory Ybeth;645399;12/10/2015;40,43793;-3,6519;2;BEDROOM & BREAKFAST IN MADRID;Concepción;Ciudad Lineal;25;Habitación privada
1;198;3235676;Ana;645934;02/05/2019;40,42084;-3,71247;3;Fantastic B&B beside the Opera;Palacio;Centro;70;Habitación privada
1;229;3244793;Lorenzo;647207;05/05/2019;40,38994;-3,69309;3;pequeño loft Plaza  Legazpi Madrid;Legazpi;Arganzuela;39;Alojamiento completo
1;312;1091014;Carlos Joaquín;647376;12/05/2019;40,41291;-3,70686;3;LA LATINA AMAZING NEIGHBORHOOD !!;Embajadores;Centro;125;Alojamiento completo
1;358;2683051;Jose María;649342;27/01/2019;40,45563;-3,69608;1;Room 9 in Paseo de la Castellana;Cuatro Caminos;Tetuán;50;Habitación privada
1;255;3226403;Lili;655514;;40,42474;-3,64048;1;Room for one or two people;Pueblo Nuevo;Ciudad Lineal;30;Habitación privada
1;290;1375487;Juan Carlos;656520;22/02/2019;40,40863;-3,7042;5;Studio in Lavapies , Madrid;Embajadores;Centro;65;Alojamiento completo
1;284;3329487;Nicolás;659887;30/12/2018;40,40416;-3,68172;14;Habitación amplia y comoda centro Madrid;Pacífico;Retiro;29;Habitación privada
1;246;845399;Daniel;661688;29/04/2019;40,42274;-3,70298;1;Se alquilan habitaciones en Madrid;Universidad;Centro;30;Habitación privada
1;0;3352121;Fran&Joni;663761;06/12/2015;40,37254;-3,62278;1;helles Zimmer, ruhig, komfortabel..;Casco Histórico de Vallecas;Villa de Vallecas;22;Habitación privada
1;337;3385307;Iguacel;668753;27/04/2019;40,43143;-3,70215;3;Sunny bdm. One of Madrid best areas;Trafalgar;Chamberí;45;Habitación privada
1;306;3317937;Félix;676566;06/05/2019;40,40392;-3,68147;3;Up to 4 people flat central Madrid;Pacífico;Retiro;75;Alojamiento completo
1;316;3451933;Andrea;678413;16/02/2019;40,40567;-3,7031;5;LOVELY & BOHEMIAN IN MADRID HEART;Embajadores;Centro;70;Alojamiento completo
1;298;2417075;Alejandro Y Nelia;678732;25/04/2019;40,43302;-3,70336;1;GRANDE - 3 HAB ★ CENTRO ★ WIFI ★ AC;Trafalgar;Chamberí;149;Alojamiento completo
1;358;3466426;Pedro;680784;02/02/2019;40,42242;-3,7059;3;Habitacion Madrid Centro MUY BIEN SITUADO!;Universidad;Centro;45;Habitación privada
1;0;3469687;Jose;681336;18/03/2019;40,4292;-3,71778;2;Central family friendly apartment;Argüelles;Moncloa - Aravaca;80;Alojamiento completo
1;246;845399;Daniel;682651;17/03/2019;40,42228;-3,70422;1;Se alquilan habitaciones en Madrid;Universidad;Centro;100;Habitación privada
1;263;9228673;Home At Homes;683208;23/03/2019;40,43302;-3,67725;5;Four bedroom modern apartment in Madrid;Lista;Salamanca;210;Alojamiento completo
1;0;3487329;KMitocondria;683969;26/08/2015;40,37754;-3,74276;1;I share my flat.Two (Website hidden by Airbnb) .;Puerta Bonita;Carabanchel;20;Alojamiento completo
1;171;1941314;Xavier;684564;08/03/2019;40,41853;-3,70927;2;ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL;Palacio;Centro;150;Alojamiento completo
1;315;3494012;Farah Maria;685152;28/04/2019;40,46776;-3,65147;2;house-hotel;Pinar del Rey;Hortaleza;155;Alojamiento completo
1;290;3508577;Eva;686041;07/04/2019;40,49129;-3,64937;1;Lovely room for relax in Madrid;Valdefuentes;Hortaleza;40;Habitación privada
1;348;1732442;Anouk;688795;22/04/2019;40,41703;-3,70656;2;PENTH. MODERN PLAZA MAYOR VIEW;Sol;Centro;75;Alojamiento completo
1;62;3357259;Mercedes;689099;22/12/2017;40,47546;-3,67267;1;Lujo a tu alcance;Costillares;Ciudad Lineal;40;Habitación privada
1;101;3540348;Angeles & Román;692358;05/05/2019;40,36121;-3,69627;3;Amazing 11th floor with a/a for 8 people;Los Angeles;Villaverde;98;Alojamiento completo
1;107;3544353;Miguel;692855;11/04/2019;40,41263;-3,70942;3;LOVELY APT AT THE CENTER: LA LATINA;Palacio;Centro;75;Alojamiento completo
1;152;3540348;Angeles & Román;694867;09/05/2019;40,3556;-3,69829;3;Tranquilo y cómodo apartamento en Madrid 5PAX;Los Angeles;Villaverde;75;Alojamiento completo
1;245;3021792;Jose;695909;05/05/2019;40,42557;-3,7055;2;Madrid Central Modern Apartment;Universidad;Centro;80;Alojamiento completo
1;363;3569462;Claudia;696928;21/04/2019;40,43053;-3,67277;2;alquilo habitación;Lista;Salamanca;80;Habitación compartida
1;6;3571619;Fernando;697858;12/05/2019;40,4565;-3,70814;1;Cosy double room Madrid;Bellas Vistas;Tetuán;35;Habitación privada
1;316;3534151;Eva;700756;11/05/2019;40,39912;-3,67007;3;Tu hogar en Madrid.WIFI;Adelfas;Retiro;65;Alojamiento completo
1;351;1803498;Skyline Apartments;704122;;40,42126;-3,70295;3;Gran Via Valverde III;Universidad;Centro;145;Alojamiento completo
1;73;3606346;José;704155;09/02/2019;40,41331;-3,7051;2;Apartment  in the center of Madrid;Embajadores;Centro;74;Alojamiento completo
1;269;3477002;Carmen;707232;06/05/2019;40,44121;-3,71228;3;Casa señorial en Madrid B. & B.;Vallehermoso;Chamberí;60;Habitación privada
1;198;3540591;Max;707670;01/01/2019;40,4292;-3,70674;3;Apartamento Arguelles  dos habitaciones;Universidad;Centro;70;Alojamiento completo
1;285;2785251;Susana;708275;28/07/2013;40,44371;-3,68319;270;"""Great Velazquez Apartment & Area""";El Viso;Chamartín;50;Alojamiento completo
1;302;3648882;Luz;709208;13/05/2019;40,41674;-3,70743;2;Apartment in the heart of Madrid;Sol;Centro;69;Alojamiento completo
1;0;3654886;Sara;710156;07/04/2019;40,45347;-3,59199;1;AIRPORT/IFEMA INDIVIDUAL BATHROOM;Alameda de Osuna;Barajas;29;Habitación privada
1;317;3654108;Gudula;710870;12/05/2019;40,43553;-3,71006;1;Stay in the heart of Madrid;Arapiles;Chamberí;23;Habitación privada
1;322;2747005;Maribel;714983;24/04/2019;40,41168;-3,65315;5;Large and bright 4 bedroom 2wc flat;Media Legua;Moratalaz;125;Alojamiento completo
1;128;3689490;Eva;715965;18/11/2017;40,41521;-3,70333;3;Apartment best location in town!;Sol;Centro;99;Alojamiento completo
1;263;2747005;Maribel;716232;11/02/2019;40,43716;-3,65187;7;Loft near Metro - 75m2 - 5pax - 2wc;Concepción;Ciudad Lineal;85;Alojamiento completo
